train_loss,epoch,step,val_loss,val_f_score,val_precision,val_recall
2.6277670860290527,0,49,,,,
,0,52,2.2169435024261475,0.0,0.0,0.0
2.2985939979553223,1,99,,,,
,1,105,2.2169435024261475,0.0,0.0,0.0
1.8170839548110962,2,149,,,,
,2,158,2.2169435024261475,0.0,0.0,0.0
2.42840838432312,3,199,,,,
,3,211,2.2169435024261475,0.0,0.0,0.0
2.4225571155548096,4,249,,,,
,4,264,2.2169435024261475,0.0,0.0,0.0
2.3217153549194336,5,299,,,,
,5,317,2.2169435024261475,0.0,0.0,0.0
2.1649086475372314,6,349,,,,
,6,370,2.2169435024261475,0.0,0.0,0.0
2.538489818572998,7,399,,,,
,7,423,2.2169435024261475,0.0,0.0,0.0
2.171755790710449,8,449,,,,
,8,476,2.2169435024261475,0.0,0.0,0.0
2.1442439556121826,9,499,,,,
,9,529,2.2169435024261475,0.0,0.0,0.0
2.4002254009246826,10,549,,,,
,10,582,2.2169435024261475,0.0,0.0,0.0
2.013756036758423,11,583,,,,
2.4839484691619873,11,584,,,,
1.9918240308761597,11,585,,,,
2.2756195068359375,11,586,,,,
2.587993860244751,11,587,,,,
2.198464870452881,11,588,,,,
2.1797449588775635,11,589,,,,
2.415405750274658,11,590,,,,
1.9648839235305786,11,591,,,,
1.9273500442504883,11,592,,,,
2.3411154747009277,11,593,,,,
1.8023649454116821,11,594,,,,
2.432556629180908,11,595,,,,
2.159202814102173,11,596,,,,
2.189152240753174,11,597,,,,
2.4375159740448,11,598,,,,
1.79165518283844,11,599,,,,
2.1080703735351562,11,600,,,,
2.3800511360168457,11,601,,,,
2.2017853260040283,11,602,,,,
2.201051950454712,11,603,,,,
2.2296180725097656,11,604,,,,
2.4528915882110596,11,605,,,,
2.0716753005981445,11,606,,,,
2.4275872707366943,11,607,,,,
1.7347824573516846,11,608,,,,
2.3981502056121826,11,609,,,,
2.287971258163452,11,610,,,,
2.5363059043884277,11,611,,,,
2.182204246520996,11,612,,,,
1.9222221374511719,11,613,,,,
2.26253604888916,11,614,,,,
2.229966163635254,11,615,,,,
2.4909775257110596,11,616,,,,
2.013237953186035,11,617,,,,
2.439455270767212,11,618,,,,
2.094648838043213,11,619,,,,
2.3566768169403076,11,620,,,,
2.0701470375061035,11,621,,,,
2.619182586669922,11,622,,,,
2.5074222087860107,11,623,,,,
2.1413323879241943,11,624,,,,
2.0810561180114746,11,625,,,,
1.8611059188842773,11,626,,,,
1.7142813205718994,11,627,,,,
2.1219658851623535,11,628,,,,
2.525303363800049,11,629,,,,
2.0677106380462646,11,630,,,,
2.0976405143737793,11,631,,,,
1.9409269094467163,11,632,,,,
2.2620785236358643,11,633,,,,
2.0465030670166016,11,634,,,,
2.2661025524139404,11,635,,,,
,11,635,2.2169435024261475,0.0,0.0,0.0
2.518406391143799,12,636,,,,
2.019204616546631,12,637,,,,
2.047541856765747,12,638,,,,
2.251858949661255,12,639,,,,
2.1961429119110107,12,640,,,,
2.1699891090393066,12,641,,,,
2.1985530853271484,12,642,,,,
2.206800699234009,12,643,,,,
1.7813024520874023,12,644,,,,
2.7522761821746826,12,645,,,,
2.4120256900787354,12,646,,,,
2.3902769088745117,12,647,,,,
2.4552321434020996,12,648,,,,
2.204969644546509,12,649,,,,
2.3249030113220215,12,650,,,,
2.107313632965088,12,651,,,,
2.3592684268951416,12,652,,,,
2.244030237197876,12,653,,,,
1.9388360977172852,12,654,,,,
2.4143526554107666,12,655,,,,
2.3094136714935303,12,656,,,,
1.947843313217163,12,657,,,,
2.200406074523926,12,658,,,,
2.3867316246032715,12,659,,,,
2.019826889038086,12,660,,,,
1.9026004076004028,12,661,,,,
2.6761391162872314,12,662,,,,
1.8828606605529785,12,663,,,,
2.2825653553009033,12,664,,,,
2.1350340843200684,12,665,,,,
2.301060676574707,12,666,,,,
2.356074810028076,12,667,,,,
2.2336180210113525,12,668,,,,
1.766493558883667,12,669,,,,
1.9008219242095947,12,670,,,,
2.4492082595825195,12,671,,,,
1.7368431091308594,12,672,,,,
1.8027949333190918,12,673,,,,
1.759812355041504,12,674,,,,
2.121056079864502,12,675,,,,
2.56318998336792,12,676,,,,
2.2435226440429688,12,677,,,,
2.3898069858551025,12,678,,,,
2.5469279289245605,12,679,,,,
1.894311547279358,12,680,,,,
1.7834864854812622,12,681,,,,
2.555147886276245,12,682,,,,
2.1311655044555664,12,683,,,,
2.2790939807891846,12,684,,,,
2.550811767578125,12,685,,,,
2.1686010360717773,12,686,,,,
1.993990182876587,12,687,,,,
2.279165029525757,12,688,,,,
,12,688,2.2169435024261475,0.0,0.0,0.0
1.7812840938568115,13,689,,,,
2.3104987144470215,13,690,,,,
2.309279680252075,13,691,,,,
2.39304518699646,13,692,,,,
2.795945644378662,13,693,,,,
2.7039072513580322,13,694,,,,
2.0203464031219482,13,695,,,,
2.4772403240203857,13,696,,,,
1.6621322631835938,13,697,,,,
2.326805591583252,13,698,,,,
1.8854761123657227,13,699,,,,
2.215162754058838,13,700,,,,
2.4695510864257812,13,701,,,,
2.1689183712005615,13,702,,,,
1.860656976699829,13,703,,,,
1.918793797492981,13,704,,,,
2.037036895751953,13,705,,,,
2.2632858753204346,13,706,,,,
2.0034759044647217,13,707,,,,
2.005377769470215,13,708,,,,
1.8653879165649414,13,709,,,,
2.4746041297912598,13,710,,,,
2.211578607559204,13,711,,,,
2.4172070026397705,13,712,,,,
2.1933345794677734,13,713,,,,
2.376866102218628,13,714,,,,
2.0366363525390625,13,715,,,,
2.443565845489502,13,716,,,,
2.7904207706451416,13,717,,,,
2.027189254760742,13,718,,,,
2.1225979328155518,13,719,,,,
1.942534327507019,13,720,,,,
2.088409423828125,13,721,,,,
2.074331283569336,13,722,,,,
2.328742504119873,13,723,,,,
2.386902332305908,13,724,,,,
2.4751346111297607,13,725,,,,
2.1398701667785645,13,726,,,,
2.2505242824554443,13,727,,,,
2.120241403579712,13,728,,,,
2.6015985012054443,13,729,,,,
2.418386459350586,13,730,,,,
2.348356246948242,13,731,,,,
2.1927027702331543,13,732,,,,
2.178438425064087,13,733,,,,
1.8974674940109253,13,734,,,,
2.0536904335021973,13,735,,,,
1.7533823251724243,13,736,,,,
2.2628285884857178,13,737,,,,
2.341855764389038,13,738,,,,
1.7284051179885864,13,739,,,,
2.4912431240081787,13,740,,,,
1.5229483842849731,13,741,,,,
,13,741,2.2169435024261475,0.0,0.0,0.0
2.4147653579711914,14,742,,,,
1.8680369853973389,14,743,,,,
2.68330979347229,14,744,,,,
2.456322193145752,14,745,,,,
1.8722655773162842,14,746,,,,
1.7791738510131836,14,747,,,,
2.3938510417938232,14,748,,,,
2.0372729301452637,14,749,,,,
2.32724666595459,14,750,,,,
2.472877264022827,14,751,,,,
1.8004021644592285,14,752,,,,
1.9613471031188965,14,753,,,,
2.4512577056884766,14,754,,,,
2.2028090953826904,14,755,,,,
2.2167789936065674,14,756,,,,
2.295804977416992,14,757,,,,
1.981918215751648,14,758,,,,
2.248438596725464,14,759,,,,
2.3963098526000977,14,760,,,,
1.9905701875686646,14,761,,,,
1.9350271224975586,14,762,,,,
2.0821926593780518,14,763,,,,
2.2034778594970703,14,764,,,,
2.1397452354431152,14,765,,,,
1.8225085735321045,14,766,,,,
2.211996078491211,14,767,,,,
2.1384716033935547,14,768,,,,
2.044496774673462,14,769,,,,
2.066206932067871,14,770,,,,
1.7037148475646973,14,771,,,,
2.7272555828094482,14,772,,,,
1.9801280498504639,14,773,,,,
2.1069092750549316,14,774,,,,
2.647893190383911,14,775,,,,
1.9064139127731323,14,776,,,,
2.5930771827697754,14,777,,,,
2.1043732166290283,14,778,,,,
2.5778894424438477,14,779,,,,
2.495657205581665,14,780,,,,
2.270761013031006,14,781,,,,
2.1910400390625,14,782,,,,
1.927817702293396,14,783,,,,
2.587982416152954,14,784,,,,
1.8528128862380981,14,785,,,,
2.2467200756073,14,786,,,,
2.2613613605499268,14,787,,,,
2.0795178413391113,14,788,,,,
1.959375262260437,14,789,,,,
2.2921433448791504,14,790,,,,
2.4587700366973877,14,791,,,,
2.3722970485687256,14,792,,,,
2.6832098960876465,14,793,,,,
1.7642520666122437,14,794,,,,
,14,794,2.2169435024261475,0.0,0.0,0.0
2.2630138397216797,15,795,,,,
1.6711113452911377,15,796,,,,
2.096808910369873,15,797,,,,
2.0416693687438965,15,798,,,,
1.9135148525238037,15,799,,,,
1.9163992404937744,15,800,,,,
1.9637447595596313,15,801,,,,
2.3868181705474854,15,802,,,,
2.210233688354492,15,803,,,,
2.067347764968872,15,804,,,,
2.5497617721557617,15,805,,,,
2.1923434734344482,15,806,,,,
1.9267078638076782,15,807,,,,
2.32716703414917,15,808,,,,
2.304750680923462,15,809,,,,
2.0593478679656982,15,810,,,,
2.3107218742370605,15,811,,,,
2.67610502243042,15,812,,,,
2.072371006011963,15,813,,,,
1.8426884412765503,15,814,,,,
2.213930606842041,15,815,,,,
2.098047971725464,15,816,,,,
2.2369205951690674,15,817,,,,
2.1299405097961426,15,818,,,,
2.4767262935638428,15,819,,,,
2.346421003341675,15,820,,,,
2.408621311187744,15,821,,,,
2.4129607677459717,15,822,,,,
2.135650873184204,15,823,,,,
2.618947982788086,15,824,,,,
2.374971628189087,15,825,,,,
2.431725263595581,15,826,,,,
2.511861801147461,15,827,,,,
2.2690911293029785,15,828,,,,
2.390267848968506,15,829,,,,
2.5998098850250244,15,830,,,,
2.150939702987671,15,831,,,,
2.1150588989257812,15,832,,,,
1.7641565799713135,15,833,,,,
1.7744007110595703,15,834,,,,
2.6405739784240723,15,835,,,,
2.473142147064209,15,836,,,,
1.9587944746017456,15,837,,,,
2.212836742401123,15,838,,,,
2.3580079078674316,15,839,,,,
1.898053526878357,15,840,,,,
2.1216013431549072,15,841,,,,
1.6761155128479004,15,842,,,,
1.8271160125732422,15,843,,,,
2.364759683609009,15,844,,,,
2.3810367584228516,15,845,,,,
1.9947079420089722,15,846,,,,
2.4886090755462646,15,847,,,,
,15,847,2.2169435024261475,0.0,0.0,0.0
2.2494876384735107,16,848,,,,
2.3674192428588867,16,849,,,,
2.5800819396972656,16,850,,,,
1.8878412246704102,16,851,,,,
2.307973623275757,16,852,,,,
2.3079891204833984,16,853,,,,
2.1787900924682617,16,854,,,,
2.4222238063812256,16,855,,,,
2.238285779953003,16,856,,,,
2.4410228729248047,16,857,,,,
1.9069616794586182,16,858,,,,
1.8503179550170898,16,859,,,,
1.646267294883728,16,860,,,,
2.0551605224609375,16,861,,,,
2.074950695037842,16,862,,,,
2.4141433238983154,16,863,,,,
2.167572021484375,16,864,,,,
2.0038247108459473,16,865,,,,
1.9318244457244873,16,866,,,,
2.2833874225616455,16,867,,,,
1.8389545679092407,16,868,,,,
2.2007763385772705,16,869,,,,
2.150747060775757,16,870,,,,
2.1941206455230713,16,871,,,,
2.210509777069092,16,872,,,,
2.4007160663604736,16,873,,,,
2.0548534393310547,16,874,,,,
2.240046501159668,16,875,,,,
2.8207545280456543,16,876,,,,
1.9522827863693237,16,877,,,,
1.767473816871643,16,878,,,,
2.3618054389953613,16,879,,,,
2.142019510269165,16,880,,,,
2.643946409225464,16,881,,,,
2.067448854446411,16,882,,,,
2.001958131790161,16,883,,,,
2.3552405834198,16,884,,,,
2.0337131023406982,16,885,,,,
2.1894471645355225,16,886,,,,
2.4239070415496826,16,887,,,,
2.001697301864624,16,888,,,,
2.663226366043091,16,889,,,,
2.261016845703125,16,890,,,,
2.391991376876831,16,891,,,,
1.8929638862609863,16,892,,,,
2.229884624481201,16,893,,,,
2.243860960006714,16,894,,,,
1.9924405813217163,16,895,,,,
2.0037832260131836,16,896,,,,
2.000959634780884,16,897,,,,
2.498441696166992,16,898,,,,
2.607429027557373,16,899,,,,
2.500373363494873,16,900,,,,
,16,900,2.2169435024261475,0.0,0.0,0.0
2.3238840103149414,17,901,,,,
2.245656728744507,17,902,,,,
2.412724018096924,17,903,,,,
1.8683933019638062,17,904,,,,
2.382990837097168,17,905,,,,
1.4288660287857056,17,906,,,,
2.2339720726013184,17,907,,,,
2.270125389099121,17,908,,,,
1.7606841325759888,17,909,,,,
2.0274274349212646,17,910,,,,
2.004692554473877,17,911,,,,
2.3492636680603027,17,912,,,,
2.1417436599731445,17,913,,,,
2.485454559326172,17,914,,,,
2.1632943153381348,17,915,,,,
1.9398572444915771,17,916,,,,
2.0092015266418457,17,917,,,,
1.998060941696167,17,918,,,,
2.679851531982422,17,919,,,,
2.192030191421509,17,920,,,,
2.2118074893951416,17,921,,,,
2.530893087387085,17,922,,,,
2.1043760776519775,17,923,,,,
2.210639238357544,17,924,,,,
1.789667010307312,17,925,,,,
2.2529144287109375,17,926,,,,
1.8983650207519531,17,927,,,,
1.974985122680664,17,928,,,,
2.190905809402466,17,929,,,,
2.142051935195923,17,930,,,,
2.108914613723755,17,931,,,,
2.1674399375915527,17,932,,,,
2.321316719055176,17,933,,,,
2.297711133956909,17,934,,,,
2.3841097354888916,17,935,,,,
2.258242607116699,17,936,,,,
1.9949002265930176,17,937,,,,
1.8521307706832886,17,938,,,,
2.296915292739868,17,939,,,,
2.541980504989624,17,940,,,,
2.0817413330078125,17,941,,,,
2.3925530910491943,17,942,,,,
2.3847861289978027,17,943,,,,
2.3425538539886475,17,944,,,,
2.7674851417541504,17,945,,,,
2.0908615589141846,17,946,,,,
2.30729603767395,17,947,,,,
2.6895952224731445,17,948,,,,
2.661452531814575,17,949,,,,
2.1188580989837646,17,950,,,,
2.0070955753326416,17,951,,,,
1.9105134010314941,17,952,,,,
2.4017908573150635,17,953,,,,
,17,953,2.2169435024261475,0.0,0.0,0.0
2.1857457160949707,18,954,,,,
2.368574619293213,18,955,,,,
2.5104241371154785,18,956,,,,
2.1303224563598633,18,957,,,,
1.8235528469085693,18,958,,,,
2.0223488807678223,18,959,,,,
1.8169333934783936,18,960,,,,
1.9420256614685059,18,961,,,,
2.2682278156280518,18,962,,,,
2.158010244369507,18,963,,,,
2.810704231262207,18,964,,,,
1.8903512954711914,18,965,,,,
2.217552661895752,18,966,,,,
2.2811477184295654,18,967,,,,
2.382657527923584,18,968,,,,
1.9100556373596191,18,969,,,,
1.7337108850479126,18,970,,,,
2.1110708713531494,18,971,,,,
2.2641401290893555,18,972,,,,
2.4179599285125732,18,973,,,,
2.1056482791900635,18,974,,,,
2.0795154571533203,18,975,,,,
1.9962894916534424,18,976,,,,
1.9392423629760742,18,977,,,,
2.1916606426239014,18,978,,,,
1.9144203662872314,18,979,,,,
2.2075517177581787,18,980,,,,
2.6170976161956787,18,981,,,,
2.9043595790863037,18,982,,,,
2.2300209999084473,18,983,,,,
1.976381778717041,18,984,,,,
2.2818751335144043,18,985,,,,
2.689077377319336,18,986,,,,
2.4396002292633057,18,987,,,,
2.2753472328186035,18,988,,,,
2.3351457118988037,18,989,,,,
2.503272771835327,18,990,,,,
2.0998284816741943,18,991,,,,
1.7943823337554932,18,992,,,,
2.205111265182495,18,993,,,,
1.8958277702331543,18,994,,,,
1.8925905227661133,18,995,,,,
1.8180351257324219,18,996,,,,
2.4675302505493164,18,997,,,,
2.636655569076538,18,998,,,,
2.7209460735321045,18,999,,,,
2.4230191707611084,18,1000,,,,
2.099153995513916,18,1001,,,,
2.0218207836151123,18,1002,,,,
2.4090936183929443,18,1003,,,,
2.0983572006225586,18,1004,,,,
1.904138207435608,18,1005,,,,
1.9712307453155518,18,1006,,,,
,18,1006,2.2169435024261475,0.0,0.0,0.0
2.299088716506958,19,1007,,,,
2.2305636405944824,19,1008,,,,
1.9489991664886475,19,1009,,,,
2.4283287525177,19,1010,,,,
1.8453588485717773,19,1011,,,,
2.318721294403076,19,1012,,,,
2.0829110145568848,19,1013,,,,
2.4225051403045654,19,1014,,,,
2.367993116378784,19,1015,,,,
2.3299431800842285,19,1016,,,,
2.2259154319763184,19,1017,,,,
2.098696231842041,19,1018,,,,
2.1044206619262695,19,1019,,,,
1.6967601776123047,19,1020,,,,
2.2061643600463867,19,1021,,,,
1.9897005558013916,19,1022,,,,
1.9493335485458374,19,1023,,,,
2.547826051712036,19,1024,,,,
2.501371145248413,19,1025,,,,
2.3458471298217773,19,1026,,,,
2.1190216541290283,19,1027,,,,
2.4329776763916016,19,1028,,,,
2.6135995388031006,19,1029,,,,
1.9731025695800781,19,1030,,,,
2.2646896839141846,19,1031,,,,
1.9113743305206299,19,1032,,,,
2.2259864807128906,19,1033,,,,
2.3605544567108154,19,1034,,,,
2.070744276046753,19,1035,,,,
2.1276330947875977,19,1036,,,,
2.1658167839050293,19,1037,,,,
2.374521493911743,19,1038,,,,
1.9065579175949097,19,1039,,,,
1.9716899394989014,19,1040,,,,
1.545203685760498,19,1041,,,,
2.2507665157318115,19,1042,,,,
2.6151599884033203,19,1043,,,,
2.0833051204681396,19,1044,,,,
1.7920911312103271,19,1045,,,,
2.7662835121154785,19,1046,,,,
1.9366424083709717,19,1047,,,,
2.0198445320129395,19,1048,,,,
2.2746129035949707,19,1049,,,,
2.5580594539642334,19,1050,,,,
2.268268585205078,19,1051,,,,
1.8007972240447998,19,1052,,,,
